,asgiref,blinker,certifi,charset-normalizer,click,contourpy,cycler,django,dnspython,flask,fonttools,greenlet,idna,itsdangerous,jinja2,kiwisolver,markupsafe,matplotlib,mock,numpy,packaging,pandas,pillow,protobuf,pyparsing,pyqt5,pyqt5-qt5,pyqt5-sip,python-dateutil,pytz,requests,scipy,simplejson,six,sqlalchemy,sqlparse,typing-extensions,tzdata,urllib3,werkzeug
2400,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
